created_at,tweet_id,retweet_count,favorite_count,rating_numerator,rating_denominator,name,timestamp,dog_stage,dog_stages_value,img_num,dog_breed,p1_dog
2017-07-20,888078434458587136,3653,22201,12,10,Gerald,2017-07-20,floofer,None,1,French Bulldog,True
2017-07-20,888078434458587136,3653,22201,12,10,Gerald,2017-07-20,pupper,None,1,French Bulldog,True
2017-07-20,888078434458587136,3653,22201,12,10,Gerald,2017-07-20,puppo,None,1,French Bulldog,True
2017-07-19,887705289381826560,5609,30779,13,10,Jeffrey,2017-07-19,doggo,None,1,Basset,True
2017-07-19,887705289381826560,5609,30779,13,10,Jeffrey,2017-07-19,floofer,None,1,Basset,True
2017-07-19,887705289381826560,5609,30779,13,10,Jeffrey,2017-07-19,pupper,None,1,Basset,True
2017-07-19,887705289381826560,5609,30779,13,10,Jeffrey,2017-07-19,puppo,None,1,Basset,True
2017-07-19,887517139158093824,12082,46959,14,10,such,2017-07-19,doggo,None,1,Limousine,False
2017-07-19,887517139158093824,12082,46959,14,10,such,2017-07-19,floofer,None,1,Limousine,False
2017-07-19,887517139158093824,12082,46959,14,10,such,2017-07-19,pupper,None,1,Limousine,False
2017-07-19,887517139158093824,12082,46959,14,10,such,2017-07-19,puppo,None,1,Limousine,False
2017-07-19,887473957103951883,18781,69871,13,10,Canela,2017-07-19,doggo,None,2,Pembroke,True
2017-07-19,887473957103951883,18781,69871,13,10,Canela,2017-07-19,floofer,None,2,Pembroke,True
2017-07-19,887473957103951883,18781,69871,13,10,Canela,2017-07-19,pupper,None,2,Pembroke,True
2017-07-19,887473957103951883,18781,69871,13,10,Canela,2017-07-19,puppo,None,2,Pembroke,True
2017-07-18,887343217045368832,10737,34222,13,10,None,2017-07-18,doggo,None,1,Mexican Hairless,True
2017-07-18,887343217045368832,10737,34222,13,10,None,2017-07-18,floofer,None,1,Mexican Hairless,True
2017-07-18,887343217045368832,10737,34222,13,10,None,2017-07-18,pupper,None,1,Mexican Hairless,True
2017-07-18,887343217045368832,10737,34222,13,10,None,2017-07-18,puppo,None,1,Mexican Hairless,True
2017-07-18,887101392804085760,6167,31061,12,10,None,2017-07-18,doggo,None,1,Samoyed,True
2017-07-18,887101392804085760,6167,31061,12,10,None,2017-07-18,floofer,None,1,Samoyed,True
2017-07-18,887101392804085760,6167,31061,12,10,None,2017-07-18,pupper,None,1,Samoyed,True
2017-07-18,887101392804085760,6167,31061,12,10,None,2017-07-18,puppo,None,1,Samoyed,True
2017-07-17,886983233522544640,8084,35859,13,10,Maya,2017-07-17,doggo,None,2,Chihuahua,True
2017-07-17,886983233522544640,8084,35859,13,10,Maya,2017-07-17,floofer,None,2,Chihuahua,True
2017-07-17,886983233522544640,8084,35859,13,10,Maya,2017-07-17,pupper,None,2,Chihuahua,True
2017-07-17,886983233522544640,8084,35859,13,10,Maya,2017-07-17,puppo,None,2,Chihuahua,True
2017-07-16,886736880519319552,3443,12306,13,10,Mingus,2017-07-16,doggo,None,1,Kuvasz,True
2017-07-16,886736880519319552,3443,12306,13,10,Mingus,2017-07-16,floofer,None,1,Kuvasz,True
2017-07-16,886736880519319552,3443,12306,13,10,Mingus,2017-07-16,pupper,None,1,Kuvasz,True
2017-07-16,886736880519319552,3443,12306,13,10,Mingus,2017-07-16,puppo,None,1,Kuvasz,True
2017-07-16,886680336477933568,4610,22798,13,10,Derek,2017-07-16,doggo,None,1,Convertible,False
2017-07-16,886680336477933568,4610,22798,13,10,Derek,2017-07-16,floofer,None,1,Convertible,False
2017-07-16,886680336477933568,4610,22798,13,10,Derek,2017-07-16,pupper,None,1,Convertible,False
2017-07-16,886680336477933568,4610,22798,13,10,Derek,2017-07-16,puppo,None,1,Convertible,False
2017-07-15,886366144734445568,3316,21524,12,10,Roscoe,2017-07-15,doggo,None,1,French Bulldog,True
2017-07-15,886366144734445568,3316,21524,12,10,Roscoe,2017-07-15,floofer,None,1,French Bulldog,True
2017-07-15,886366144734445568,3316,21524,12,10,Roscoe,2017-07-15,pupper,pupper,1,French Bulldog,True
2017-07-15,886366144734445568,3316,21524,12,10,Roscoe,2017-07-15,puppo,None,1,French Bulldog,True
2017-07-15,886258384151887873,6523,28469,13,10,Waffles,2017-07-15,doggo,None,1,Pug,True
2017-07-15,886258384151887873,6523,28469,13,10,Waffles,2017-07-15,floofer,None,1,Pug,True
2017-07-15,886258384151887873,6523,28469,13,10,Waffles,2017-07-15,pupper,None,1,Pug,True
2017-07-15,886258384151887873,6523,28469,13,10,Waffles,2017-07-15,puppo,None,1,Pug,True
2017-07-14,885984800019947520,7097,33382,12,10,Jimbo,2017-07-14,doggo,None,1,Blenheim Spaniel,True
2017-07-14,885984800019947520,7097,33382,12,10,Jimbo,2017-07-14,floofer,None,1,Blenheim Spaniel,True
2017-07-14,885984800019947520,7097,33382,12,10,Jimbo,2017-07-14,pupper,None,1,Blenheim Spaniel,True
2017-07-14,885984800019947520,7097,33382,12,10,Jimbo,2017-07-14,puppo,None,1,Blenheim Spaniel,True
2017-07-13,885528943205470208,6683,36689,13,10,Maisey,2017-07-13,doggo,None,1,Pug,True
2017-07-13,885528943205470208,6683,36689,13,10,Maisey,2017-07-13,floofer,None,1,Pug,True
2017-07-13,885528943205470208,6683,36689,13,10,Maisey,2017-07-13,pupper,None,1,Pug,True
2017-07-13,885528943205470208,6683,36689,13,10,Maisey,2017-07-13,puppo,None,1,Pug,True
2017-07-13,885311592912609280,19297,0,13,10,Lilly,2017-07-13,doggo,None,1,Labrador Retriever,True
2017-07-13,885311592912609280,19297,0,13,10,Lilly,2017-07-13,floofer,None,1,Labrador Retriever,True
2017-07-13,885311592912609280,19297,0,13,10,Lilly,2017-07-13,pupper,None,1,Labrador Retriever,True
2017-07-13,885311592912609280,19297,0,13,10,Lilly,2017-07-13,puppo,None,1,Labrador Retriever,True
2017-07-12,885167619883638784,4556,22367,13,10,None,2017-07-12,doggo,None,4,Malamute,True
2017-07-12,885167619883638784,4556,22367,13,10,None,2017-07-12,floofer,None,4,Malamute,True
2017-07-12,885167619883638784,4556,22367,13,10,None,2017-07-12,pupper,None,4,Malamute,True
2017-07-12,885167619883638784,4556,22367,13,10,None,2017-07-12,puppo,None,4,Malamute,True
2017-07-12,884925521741709313,16439,68152,12,10,Earl,2017-07-12,doggo,None,1,Italian Greyhound,True
2017-07-12,884925521741709313,16439,68152,12,10,Earl,2017-07-12,floofer,None,1,Italian Greyhound,True
2017-07-12,884925521741709313,16439,68152,12,10,Earl,2017-07-12,pupper,None,1,Italian Greyhound,True
2017-07-12,884925521741709313,16439,68152,12,10,Earl,2017-07-12,puppo,None,1,Italian Greyhound,True
2017-07-11,884876753390489601,6096,28514,13,10,Lola,2017-07-11,doggo,None,1,Chow,True
2017-07-11,884876753390489601,6096,28514,13,10,Lola,2017-07-11,floofer,None,1,Chow,True
2017-07-11,884876753390489601,6096,28514,13,10,Lola,2017-07-11,pupper,None,1,Chow,True
2017-07-11,884876753390489601,6096,28514,13,10,Lola,2017-07-11,puppo,None,1,Chow,True
2017-07-11,884562892145688576,5100,24765,13,10,Kevin,2017-07-11,doggo,None,1,Pug,True
2017-07-11,884562892145688576,5100,24765,13,10,Kevin,2017-07-11,floofer,None,1,Pug,True
2017-07-11,884562892145688576,5100,24765,13,10,Kevin,2017-07-11,pupper,None,1,Pug,True
2017-07-11,884562892145688576,5100,24765,13,10,Kevin,2017-07-11,puppo,None,1,Pug,True
2017-07-10,884441805382717440,5856,27478,14,10,None,2017-07-10,doggo,None,1,Pembroke,True
2017-07-10,884441805382717440,5856,27478,14,10,None,2017-07-10,floofer,None,1,Pembroke,True
2017-07-10,884441805382717440,5856,27478,14,10,None,2017-07-10,pupper,None,1,Pembroke,True
2017-07-10,884441805382717440,5856,27478,14,10,None,2017-07-10,puppo,None,1,Pembroke,True
2017-07-09,884162670584377345,3128,20771,12,10,Yogi,2017-07-09,doggo,doggo,1,German Shepherd,True
2017-07-09,884162670584377345,3128,20771,12,10,Yogi,2017-07-09,floofer,None,1,German Shepherd,True
2017-07-09,884162670584377345,3128,20771,12,10,Yogi,2017-07-09,pupper,None,1,German Shepherd,True
2017-07-09,884162670584377345,3128,20771,12,10,Yogi,2017-07-09,puppo,None,1,German Shepherd,True
2017-07-09,883838122936631299,3586,22349,12,10,Noah,2017-07-09,doggo,None,1,Doberman,True
2017-07-09,883838122936631299,3586,22349,12,10,Noah,2017-07-09,floofer,None,1,Doberman,True
2017-07-09,883838122936631299,3586,22349,12,10,Noah,2017-07-09,pupper,None,1,Doberman,True
2017-07-09,883838122936631299,3586,22349,12,10,Noah,2017-07-09,puppo,None,1,Doberman,True
2017-07-08,883482846933004288,10407,46860,5,10,Bella,2017-07-08,doggo,None,1,Golden Retriever,True
2017-07-08,883482846933004288,10407,46860,5,10,Bella,2017-07-08,floofer,None,1,Golden Retriever,True
2017-07-08,883482846933004288,10407,46860,5,10,Bella,2017-07-08,pupper,None,1,Golden Retriever,True
2017-07-08,883482846933004288,10407,46860,5,10,Bella,2017-07-08,puppo,None,1,Golden Retriever,True
2017-07-07,883360690899218434,3825,22986,13,10,Grizzwald,2017-07-07,doggo,None,1,Chow,True
2017-07-07,883360690899218434,3825,22986,13,10,Grizzwald,2017-07-07,floofer,floofer,1,Chow,True
2017-07-07,883360690899218434,3825,22986,13,10,Grizzwald,2017-07-07,pupper,None,1,Chow,True
2017-07-07,883360690899218434,3825,22986,13,10,Grizzwald,2017-07-07,puppo,None,1,Chow,True
2017-07-07,883117836046086144,6949,37914,13,10,None,2017-07-07,doggo,None,2,Golden Retriever,True
2017-07-07,883117836046086144,6949,37914,13,10,None,2017-07-07,floofer,None,2,Golden Retriever,True
2017-07-07,883117836046086144,6949,37914,13,10,None,2017-07-07,pupper,None,2,Golden Retriever,True
2017-07-07,883117836046086144,6949,37914,13,10,None,2017-07-07,puppo,None,2,Golden Retriever,True
2017-07-06,882992080364220416,4122,24445,13,10,Rusty,2017-07-06,doggo,None,1,Eskimo Dog,True
2017-07-06,882992080364220416,4122,24445,13,10,Rusty,2017-07-06,floofer,None,1,Eskimo Dog,True
2017-07-06,882992080364220416,4122,24445,13,10,Rusty,2017-07-06,pupper,None,1,Eskimo Dog,True
2017-07-06,882992080364220416,4122,24445,13,10,Rusty,2017-07-06,puppo,None,1,Eskimo Dog,True
2017-07-06,882762694511734784,5134,28903,12,10,Gus,2017-07-06,doggo,None,1,Labrador Retriever,True
2017-07-06,882762694511734784,5134,28903,12,10,Gus,2017-07-06,floofer,None,1,Labrador Retriever,True
2017-07-06,882762694511734784,5134,28903,12,10,Gus,2017-07-06,pupper,pupper,1,Labrador Retriever,True
2017-07-06,882762694511734784,5134,28903,12,10,Gus,2017-07-06,puppo,None,1,Labrador Retriever,True
2017-07-05,882627270321602560,6342,28382,13,10,Stanley,2017-07-05,doggo,None,1,Pembroke,True
2017-07-05,882627270321602560,6342,28382,13,10,Stanley,2017-07-05,floofer,None,1,Pembroke,True
2017-07-05,882627270321602560,6342,28382,13,10,Stanley,2017-07-05,pupper,None,1,Pembroke,True
2017-07-05,882627270321602560,6342,28382,13,10,Stanley,2017-07-05,puppo,None,1,Pembroke,True
2017-07-04,882268110199369728,12118,45880,13,10,Alfy,2017-07-04,doggo,None,1,Golden Retriever,True
2017-07-04,882268110199369728,12118,45880,13,10,Alfy,2017-07-04,floofer,None,1,Golden Retriever,True
2017-07-04,882268110199369728,12118,45880,13,10,Alfy,2017-07-04,pupper,None,1,Golden Retriever,True
2017-07-04,882268110199369728,12118,45880,13,10,Alfy,2017-07-04,puppo,None,1,Golden Retriever,True
2017-07-04,882045870035918850,5203,29900,13,10,Koko,2017-07-04,doggo,None,1,Web Site,False
2017-07-04,882045870035918850,5203,29900,13,10,Koko,2017-07-04,floofer,None,1,Web Site,False
2017-07-04,882045870035918850,5203,29900,13,10,Koko,2017-07-04,pupper,None,1,Web Site,False
2017-07-04,882045870035918850,5203,29900,13,10,Koko,2017-07-04,puppo,None,1,Web Site,False
2017-07-03,881906580714921986,3533,24773,12,10,Rey,2017-07-03,doggo,None,1,Weimaraner,True
2017-07-03,881906580714921986,3533,24773,12,10,Rey,2017-07-03,floofer,None,1,Weimaraner,True
2017-07-03,881906580714921986,3533,24773,12,10,Rey,2017-07-03,pupper,None,1,Weimaraner,True
2017-07-03,881906580714921986,3533,24773,12,10,Rey,2017-07-03,puppo,None,1,Weimaraner,True
2017-07-03,881666595344535552,11099,51522,13,10,Gary,2017-07-03,doggo,None,1,Saluki,True
2017-07-03,881666595344535552,11099,51522,13,10,Gary,2017-07-03,floofer,None,1,Saluki,True
2017-07-03,881666595344535552,11099,51522,13,10,Gary,2017-07-03,pupper,None,1,Saluki,True
2017-07-03,881666595344535552,11099,51522,13,10,Gary,2017-07-03,puppo,None,1,Saluki,True
2017-07-02,881536004380872706,16570,50199,14,10,a,2017-07-02,doggo,None,1,Samoyed,True
2017-07-02,881536004380872706,16570,50199,14,10,a,2017-07-02,floofer,None,1,Samoyed,True
2017-07-02,881536004380872706,16570,50199,14,10,a,2017-07-02,pupper,pupper,1,Samoyed,True
2017-07-02,881536004380872706,16570,50199,14,10,a,2017-07-02,puppo,None,1,Samoyed,True
2017-07-01,881268444196462592,5358,23501,12,10,Elliot,2017-07-01,doggo,None,1,Tusker,False
2017-07-01,881268444196462592,5358,23501,12,10,Elliot,2017-07-01,floofer,None,1,Tusker,False
2017-07-01,881268444196462592,5358,23501,12,10,Elliot,2017-07-01,pupper,None,1,Tusker,False
2017-07-01,881268444196462592,5358,23501,12,10,Elliot,2017-07-01,puppo,None,1,Tusker,False
2017-06-30,880935762899988482,2886,17346,13,10,Louis,2017-06-30,doggo,None,1,Street Sign,False
2017-06-30,880935762899988482,2886,17346,13,10,Louis,2017-06-30,floofer,None,1,Street Sign,False
2017-06-30,880935762899988482,2886,17346,13,10,Louis,2017-06-30,pupper,None,1,Street Sign,False
2017-06-30,880935762899988482,2886,17346,13,10,Louis,2017-06-30,puppo,None,1,Street Sign,False
2017-06-30,880872448815771648,3989,21734,12,10,None,2017-06-30,doggo,None,1,Pembroke,True
2017-06-30,880872448815771648,3989,21734,12,10,None,2017-06-30,floofer,None,1,Pembroke,True
2017-06-30,880872448815771648,3989,21734,12,10,None,2017-06-30,pupper,None,1,Pembroke,True
2017-06-30,880872448815771648,3989,21734,12,10,None,2017-06-30,puppo,None,1,Pembroke,True
2017-06-29,880465832366813184,6546,29075,12,10,Bella,2017-06-29,doggo,None,1,Golden Retriever,True
2017-06-29,880465832366813184,6546,29075,12,10,Bella,2017-06-29,floofer,None,1,Golden Retriever,True
2017-06-29,880465832366813184,6546,29075,12,10,Bella,2017-06-29,pupper,None,1,Golden Retriever,True
2017-06-29,880465832366813184,6546,29075,12,10,Bella,2017-06-29,puppo,None,1,Golden Retriever,True
2017-06-29,880221127280381952,4436,27640,12,10,Jesse,2017-06-29,doggo,None,1,Chihuahua,True
2017-06-29,880221127280381952,4436,27640,12,10,Jesse,2017-06-29,floofer,None,1,Chihuahua,True
2017-06-29,880221127280381952,4436,27640,12,10,Jesse,2017-06-29,pupper,None,1,Chihuahua,True
2017-06-29,880221127280381952,4436,27640,12,10,Jesse,2017-06-29,puppo,None,1,Chihuahua,True
2017-06-28,880095782870896641,4533,28150,11,10,None,2017-06-28,doggo,None,1,Miniature Pinscher,True
2017-06-28,880095782870896641,4533,28150,11,10,None,2017-06-28,floofer,None,1,Miniature Pinscher,True
2017-06-28,880095782870896641,4533,28150,11,10,None,2017-06-28,pupper,None,1,Miniature Pinscher,True
2017-06-28,880095782870896641,4533,28150,11,10,None,2017-06-28,puppo,None,1,Miniature Pinscher,True
2017-06-28,879862464715927552,3642,22667,13,10,Romeo,2017-06-28,doggo,None,3,Basset,True
2017-06-28,879862464715927552,3642,22667,13,10,Romeo,2017-06-28,floofer,None,3,Basset,True
2017-06-28,879862464715927552,3642,22667,13,10,Romeo,2017-06-28,pupper,None,3,Basset,True
2017-06-28,879862464715927552,3642,22667,13,10,Romeo,2017-06-28,puppo,None,3,Basset,True
2017-06-27,879492040517615616,3323,23822,12,10,Bailey,2017-06-27,doggo,None,1,German Short-Haired Pointer,True
2017-06-27,879492040517615616,3323,23822,12,10,Bailey,2017-06-27,floofer,None,1,German Short-Haired Pointer,True
2017-06-27,879492040517615616,3323,23822,12,10,Bailey,2017-06-27,pupper,None,1,German Short-Haired Pointer,True
2017-06-27,879492040517615616,3323,23822,12,10,Bailey,2017-06-27,puppo,None,1,German Short-Haired Pointer,True
2017-06-26,879415818425184262,45849,107956,13,10,Duddles,2017-06-26,doggo,None,1,English Springer,True
2017-06-26,879415818425184262,45849,107956,13,10,Duddles,2017-06-26,floofer,None,1,English Springer,True
2017-06-26,879415818425184262,45849,107956,13,10,Duddles,2017-06-26,pupper,None,1,English Springer,True
2017-06-26,879415818425184262,45849,107956,13,10,Duddles,2017-06-26,puppo,None,1,English Springer,True
2017-06-26,879376492567855104,3261,17099,12,10,Jack,2017-06-26,doggo,None,1,Tricycle,False
2017-06-26,879376492567855104,3261,17099,12,10,Jack,2017-06-26,floofer,None,1,Tricycle,False
2017-06-26,879376492567855104,3261,17099,12,10,Jack,2017-06-26,pupper,None,1,Tricycle,False
2017-06-26,879376492567855104,3261,17099,12,10,Jack,2017-06-26,puppo,None,1,Tricycle,False
2017-06-25,879050749262655488,4941,23022,11,10,Steven,2017-06-25,doggo,None,1,Tabby,False
2017-06-25,879050749262655488,4941,23022,11,10,Steven,2017-06-25,floofer,None,1,Tabby,False
2017-06-25,879050749262655488,4941,23022,11,10,Steven,2017-06-25,pupper,None,1,Tabby,False
2017-06-25,879050749262655488,4941,23022,11,10,Steven,2017-06-25,puppo,None,1,Tabby,False
2017-06-25,879008229531029506,2812,19317,13,10,Beau,2017-06-25,doggo,None,1,Vizsla,True
2017-06-25,879008229531029506,2812,19317,13,10,Beau,2017-06-25,floofer,None,1,Vizsla,True
2017-06-25,879008229531029506,2812,19317,13,10,Beau,2017-06-25,pupper,None,1,Vizsla,True
2017-06-25,879008229531029506,2812,19317,13,10,Beau,2017-06-25,puppo,None,1,Vizsla,True
2017-06-25,878776093423087618,4319,19763,13,10,Snoopy,2017-06-25,doggo,None,2,Italian Greyhound,True
2017-06-25,878776093423087618,4319,19763,13,10,Snoopy,2017-06-25,floofer,None,2,Italian Greyhound,True
2017-06-25,878776093423087618,4319,19763,13,10,Snoopy,2017-06-25,pupper,None,2,Italian Greyhound,True
2017-06-25,878776093423087618,4319,19763,13,10,Snoopy,2017-06-25,puppo,puppo,2,Italian Greyhound,True
2017-06-23,878281511006478336,1349,7913,13,10,Shadow,2017-06-23,doggo,None,1,Basset,True
2017-06-23,878281511006478336,1349,7913,13,10,Shadow,2017-06-23,floofer,None,1,Basset,True
2017-06-23,878281511006478336,1349,7913,13,10,Shadow,2017-06-23,pupper,None,1,Basset,True
2017-06-23,878281511006478336,1349,7913,13,10,Shadow,2017-06-23,puppo,None,1,Basset,True
2017-06-23,878057613040115712,7181,42876,14,10,Emmy,2017-06-23,doggo,None,1,French Bulldog,True
2017-06-23,878057613040115712,7181,42876,14,10,Emmy,2017-06-23,floofer,None,1,French Bulldog,True
2017-06-23,878057613040115712,7181,42876,14,10,Emmy,2017-06-23,pupper,None,1,French Bulldog,True
2017-06-23,878057613040115712,7181,42876,14,10,Emmy,2017-06-23,puppo,None,1,French Bulldog,True
2017-06-22,877736472329191424,17300,71144,13,10,Aja,2017-06-22,doggo,None,2,Chesapeake Bay Retriever,True
2017-06-22,877736472329191424,17300,71144,13,10,Aja,2017-06-22,floofer,None,2,Chesapeake Bay Retriever,True
